PeakF	MaxF	MinF	StartF	EndF	Inflec	PRR	Sound	Dur	BW	RangeF	TrendF
306.8	598.6	211	211	598.6	0	0	BLW	4.121	387.6	2.836966825	0.352489141
70	83.6	51.4	51.4	51.4	1	0	CRK	0.607	32.2	1.626459144	1
70	80.1	41.1	41.1	54	1	0	CRK	0.692	39	1.948905109	0.761111111
70	77.4	39.7	47	39.7	1	0	CRK	0.81	37.7	1.949622166	1.183879093
64.6	73.3	40.4	50	40.4	1	0	CRK	0.725	32.9	1.814356436	1.237623762
129.2	155	84.2	84.2	155	2	0	AM	1.522	70.8	1.840855107	0.543225806
274.5	385.9	215.4	215.4	385.9	0	0	WO	0.166	170.5	1.791550604	0.558175693
317.6	458.8	244.4	244.4	458.8	0	0	WO	0.185	214.4	1.877250409	0.532693984
113	132.6	93.2	93.2	114	2	0	MM	2.03	39.4	1.422746781	0.81754386
290.7	451.5	128.7	128.7	451.5	0	0	PRR	1.816	322.8	3.508158508	0.285049834
123.8	138.4	102.2	102.2	128	2	0	MM	1.567	36.2	1.354207436	0.7984375
333.8	445.3	134.9	134.9	445.3	0	0	PRR	2.208	310.4	3.300963677	0.302941837
64.6	74.7	50	57	50	1	0	CRK	0.745	24.7	1.494	1.14
64.6	70	42.8	55	42.8	1	0	CRK	0.706	27.2	1.635514019	1.285046729
59.2	67.2	44.1	53	44.1	1	0	CRK	0.784	23.1	1.523809524	1.201814059
59.2	66.3	42.2	51	42.2	1	0	CRK	0.81	24.1	1.571090047	1.208530806
113	145.7	102.5	102.5	129	1	0	AM	1.175	43.2	1.421463415	0.794573643
269.2	389.1	190.9	190.9	389.1	0	0	WO	0.274	198.2	2.038239916	0.490619378
290.7	420.4	260.3	260.3	420.4	0	0	WO	0.287	160.1	1.615059547	0.619172217
269.2	322.9	249.7	249.7	322.9	0	0	WO	0.196	73.2	1.293151782	0.773304429
107.7	155.2	93.3	126	148	2	0	AM	0.823	61.9	1.663451233	0.851351351
258.4	683	224.2	224.2	683	0	0	WO	0.277	458.8	3.046387154	0.328257687
113	138.8	100	100	100	0	0	GR	0.336	38.8	1.388	1
118.4	145.5	84.9	145.5	109	0	0	GR	0.339	60.6	1.713780919	1.334862385
107.7	123.9	78.7	78.7	98	0	0	GR	0.327	45.2	1.57433291	0.803061224
107.7	122.5	84.2	122.5	84.2	0	0	GR	0.196	38.3	1.454869359	1.454869359
91.5	112.8	73.8	112.8	73.8	0	0	GR	0.274	39	1.528455285	1.528455285
80.7	119	65.4	91	119	0	0	GR	0.202	53.6	1.819571865	0.764705882
113	196.9	94.5	132	196.9	1	0	AM	0.508	102.4	2.083597884	0.670391061
269.2	872.1	194.9	194.9	872.1	2	0	TR	0.651	677.2	4.47460236	0.223483545
231.5	878	220.5	220.5	878	2	0	TR	0.573	657.5	3.98185941	0.251138952
253	882	161.4	161.4	882	2	0	TR	0.601	720.6	5.464684015	0.182993197
909.8	1618.2	787.5	1039	787.5	1	0	NSH	0.947	830.7	2.054857143	1.319365079
710.6	968.6	192.9	192.9	968.6	2	0	TR	0.614	775.7	5.021254536	0.199153417
231.5	740.2	78.7	78.7	740.2	1	0	TR	0.785	661.5	9.405336722	0.106322616
716	1405.6	696.9	929	696.9	1	0	NSH	1.371	708.7	2.016932128	1.333046348
231.5	759.9	161.4	161.4	759.9	1	0	TR	0.646	598.5	4.708178439	0.212396368
263.8	913.5	189	189	913.5	2	0	TR	0.665	724.5	4.833333333	0.206896552
705.2	1397.7	570.9	1189	583	1	0	NSH	1.741	826.8	2.448239622	2.039451115
306.8	992.2	157.5	157.5	992.2	2	0	TR	0.596	834.7	6.29968254	0.158738158
716	945	74.8	74.8	945	2	0	TR	0.766	870.2	12.63368984	0.079153439
920.5	1460.7	712.7	1193	712.7	1	0	NSH	1.404	748	2.049529957	1.673916094
376.8	397.7	161.4	161.4	397.7	0	0	AM	1.08	236.3	2.464064436	0.405833543
166.9	185.1	106.3	106.3	185.1	1	0	VI	0.494	78.8	1.741298213	0.574284171
140	171.3	90.6	90.6	171.3	1	0	VI	0.462	80.7	1.890728477	0.528896673
80.7	235.8	39.3	79	235.8	0	0	LBA	1.302	196.5	6	0.335029686
150.7	196.5	55	55	196.5	0	0	BA	0.841	141.5	3.572727273	0.279898219
393	518.7	196.5	196.5	518.7	0	0	BLW	4.167	322.2	2.639694656	0.378831695
70	78.6	59.9	59.9	78.6	0	0	CRK	0.81	18.7	1.312186978	0.762086514
70	77.6	52.1	52.1	77.6	0	0	CRK	0.836	25.5	1.489443378	0.671391753
64.6	71.7	49.1	49.1	71.7	0	0	CRK	0.902	22.6	1.460285132	0.684797768
64.6	71.7	50.1	50.1	50.1	0	0	CRK	0.627	21.6	1.431137725	1
96.9	190.6	80.6	118	190.6	1	0	AM	0.587	110	2.364764268	0.619097587
834.4	954.8	167	167	954.8	2	0	TR	0.751	787.8	5.717365269	0.174905739
694.4	864.5	190.6	190.6	864.5	2	0	TR	0.62	673.9	4.53567681	0.220474263
699.8	962.7	200.4	200.4	962.7	2	0	TR	0.647	762.3	4.803892216	0.208164537
689.1	973	217.3	217.3	973	2	0	TR	0.653	755.7	4.477680626	0.223329908
430.7	914.7	178.4	178.4	914.7	2	0	TR	0.601	736.3	5.127242152	0.195036624
699.8	736.8	250.6	250.6	736.8	2	0	TR	0.562	486.2	2.940143655	0.340119435
1340.4	1357	881.8	881.8	944	1	0	NSH	1.006	475.2	1.538897709	0.934110169
667.5	1019.7	163.9	163.9	1019.7	1	0	TR	0.679	855.8	6.22147651	0.160733549
694.4	966.9	188.9	188.9	966.9	3	0	TR	0.705	778	5.11858126	0.195366636
1367.4	1379.7	940.7	1194	940.7	1	0	NSH	1.019	439	1.466673754	1.269267567
683.7	841.9	158.4	158.4	841.9	2	0	TR	0.679	683.5	5.315025253	0.188145861
678.3	866.9	163.9	163.9	866.9	2	0	TR	0.627	703	5.289200732	0.189064483
1001.3	1443.1	948.5	1188	948.5	1	0	NSH	1.019	494.6	1.521454929	1.252503954
683.7	875.2	169.5	169.5	875.2	2	0	TR	0.64	705.7	5.163421829	0.193670018
699.8	891.9	158.4	158.4	891.9	2	0	TR	0.653	733.5	5.630681818	0.177598385
1351.2	1466.1	1071.5	1235	1071.5	1	0	NSH	0.993	394.6	1.368268782	1.152589827
177.6	275.1	158.4	158.4	211	11	0	SI	3.488	116.7	1.736742424	0.7507109
150.7	236.2	138.9	138.9	186	3	0	MSI	1.149	97.3	1.70050396	0.746774194
269.2	1025.3	244.5	583	244.5	1	0	NSH	2.233	780.8	4.193456033	2.384458078
349.9	477.9	252.8	252.8	428	1	0	AM	1.228	225.1	1.890427215	0.590654206
683.7	861.3	352.9	352.9	861.3	2	0	TR	0.614	508.4	2.440634741	0.409729479
985.1	1114.2	264	745	264	1	0	NSH	2.09	850.2	4.220454545	2.821969697
371.4	422.3	241.7	241.7	422.3	0	0	AM	1.136	180.6	1.747207282	0.572341937
694.4	966.9	236.2	236.2	966.9	2	0	TR	0.614	730.7	4.093564776	0.244285862
306.8	1019.7	272.3	734	272.3	1	0	NSH	2.077	747.4	3.744766801	2.695556372
436	452.9	255.6	255.6	386	1	0	AM	1.123	197.3	1.771909233	0.662176166
995.9	1022.5	647.4	728	647.4	1	0	NSH	1.281	375.1	1.579394501	1.124497992
129.2	188	113.2	155	157	8	0	SI	3.067	74.8	1.660777385	0.987261146
145.3	168.2	111.3	134	168.2	2	0	MSI	1.037	56.9	1.511230907	0.79667063
269.2	408.3	183.1	183.1	332	1	0	AM	1.163	225.2	2.229929001	0.551506024
134.6	196.7	118	153	196.7	1	0	VI	0.36	78.7	1.666949153	0.777834265
123.8	199.4	101.7	130	199.4	1	0	VI	0.526	97.7	1.960668633	0.651955868
145.3	208.9	48.8	48.8	208.9	0	0	LBA	3.224	160.1	4.280737705	0.233604596
129.2	191.3	47.5	47.5	191.3	0	0	BA	2.171	143.8	4.027368421	0.248301098
301.5	341.8	169.6	169.6	341.8	0	0	AM	0.914	172.2	2.015330189	0.496196606
360.7	721.7	309.3	309.3	721.7	0	0	WO	0.212	412.4	2.333333333	0.428571429
360.7	700	305.3	305.3	700	0	0	WO	0.24	394.7	2.292826728	0.436142857
113	138.4	89.5	89.5	123	0	0	MM	1.681	48.9	1.546368715	0.727642276
317.6	406.9	142.4	142.4	406.9	0	0	PRR	1.681	264.5	2.85744382	0.349963136
129.2	142.4	105.8	105.8	126	0	0	MM	1.469	36.6	1.345935728	0.83968254
312.2	404.2	157.3	157.3	404.2	0	0	PRR	1.921	246.9	2.569612206	0.38916378
64.6	78.2	44.1	61	44.1	1	0	CRK	0.619	34.1	1.77324263	1.383219955
70	75.3	45.1	63	45.1	1	0	CRK	0.66	30.2	1.66962306	1.396895787
70	79.6	45.1	60	45.1	1	0	CRK	0.66	34.5	1.764966741	1.33037694
70	77.7	45.6	64	45.6	1	0	CRK	0.665	32.1	1.703947368	1.403508772
204.6	272.6	123.4	201	199	0	0	TRR	1.489	149.2	2.209076175	1.010050251
156.1	206.2	111.2	172	206.2	1	0	AM	0.614	95	1.854316547	0.83414161
134.6	169.6	123.4	169.6	123.4	0	0	GR	0.242	46.2	1.37439222	1.37439222
102.3	130.2	90.9	130.2	90.9	0	0	GR	0.307	39.3	1.432343234	1.432343234
96.9	131.6	80	131.6	80	0	0	GR	0.268	51.6	1.645	1.645
102.3	137	84.1	137	84.1	0	0	GR	0.274	52.9	1.62901308	1.62901308
86.1	134.3	70.5	134.3	70.5	0	0	GR	0.294	63.8	1.904964539	1.904964539
80.7	103.1	54.3	103.1	54.3	0	0	GR	0.229	48.8	1.898710866	1.898710866
118.4	213	103.1	163	213	1	0	AM	0.673	109.9	2.065955383	0.765258216
748.3	941.4	141.1	141.1	941.4	2	0	TR	0.771	800.3	6.671863926	0.149883153
662.1	930.5	116.7	116.7	930.5	2	0	TR	0.614	813.8	7.973436161	0.125416443
737.5	1081.9	168.8	168.8	1081.9	2	0	TR	0.634	913.1	6.40936019	0.156021813
107.7	214.8	92.1	157	214.8	1	0	AM	0.738	122.7	2.332247557	0.730912477
737.5	978.3	122.8	122.8	978.3	2	0	TR	0.829	855.5	7.966612378	0.125523868
732.1	1162.5	111.3	111.3	1162.5	2	0	TR	0.666	1051.2	10.44474394	0.095741935
759	901.6	134.3	134.3	901.6	2	0	TR	0.771	767.3	6.713328369	0.148957409
866.7	1365.8	836.4	986	836.4	1	0	NSH	0.647	529.4	1.632950741	1.178861789
269.2	1016.7	99.8	99.8	1016.7	2	0	TR	0.601	916.9	10.18737475	0.098160716
705.2	1101.1	149.6	149.6	1101.1	2	0	TR	0.686	951.5	7.360294118	0.135864136
1065.9	1515.4	832.5	1278	832.5	1	0	NSH	1.065	682.9	1.8203003	1.535135135
694.4	997.5	153.5	153.5	997.5	2	0	TR	0.562	844	6.498371336	0.153884712
1049.7	1707.3	705.9	705.9	705.9	1	0	NSH	1.483	1001.4	2.418614535	1
672.9	1120.3	165	165	1120.3	2	0	TR	0.594	955.3	6.78969697	0.147281978
1501.9	1580.7	886.2	886.2	982	1	0	NSH	0.98	694.5	1.783683142	0.902443992
602.9	752	391.3	752	391.3	0	0	DC	1.071	360.7	1.921799131	1.921799131
